reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt
0971c464-f564-4e83-98f3-91b08672894a,Stefandika _,https://play-lh.googleusercontent.com/a/AEdFTp7vnPTuasliKfR2jirV9ZvTjfNhaCgb5ZTH2w1x=mo,Tolong ditambah fitur untuk reset lvl atma,5,0,1.1.52,12/5/2022 9:07,,
fb4f23f7-671c-4e06-9c50-7184cf1be5d2,Vyus Galaxy,https://play-lh.googleusercontent.com/a-/AD5-WCmecVE1MpHTnD724f6uoVO5FafH_Ay3eVHRxDp4JA,"Baru juga awal tutorial, sudah ketemu bug saja, this is the worst game ever.",1,1,1.1.52,12/4/2022 15:25,Terima kasih kak untuk ulasan nya. Saran dan kritik dari kakak akan kami tampung dulu ya. Kedepan nya kami akan berusaha mewujudkan dan menambahkan masukan yang kakak berikan. Selamat bermain!,8/21/2020 3:19
26be9c5b-a79a-4076-8b28-d89e18c54c3f,Kyougara Xg,https://play-lh.googleusercontent.com/a-/AD5-WCnSk2kKEP9-8dkWaaMbcGHOTAdEXLcb7ApmYRr_,Sehat?,4,0,,12/3/2022 19:27,,
455642d4-4cc6-4bdb-beed-c59f8c78372d,Darma Prasetya,https://play-lh.googleusercontent.com/a-/AD5-WClqZCVNML7u4a2lST77Zn9RAvrbiXF9zVBpwiEk9g,"Pemuatan nya agak lama,efek skill karakter bagus,cuma terlalu kaku kayak kartu",2,0,,12/2/2022 23:39,,
106998a0-809b-48a6-8e52-553931be231c,Renall Andrean,https://play-lh.googleusercontent.com/a-/AD5-WClsyFtDs9h8XKFSbqJHh_dFQLNyxqDVAjeP7MAe,Kurang,2,0,,12/2/2022 17:44,,
dfd93f43-17e9-4663-88b1-fc146fe3171d,Ina Solihatini,https://play-lh.googleusercontent.com/a/AEdFTp6LTQFI_9teYOKtsmoMNDLreKWzwliwc9xM9fU=mo,Lelet pisan,5,0,,11/30/2022 7:34,,
f2655eb0-87f6-44ac-bf70-18a8d9f5f941,Jack Ihsan Bismoko,https://play-lh.googleusercontent.com/a-/AD5-WCmGDacFQOoD-wX7EbMxSxSpfE75LfoyReSJg3vQ,"Gemnya keren banget asli. Dari segi grafik, gameplay sama lagunya menarik, gachanya jg bagus². Sedikit saran tolong tambahkan atma seperti baya,sima,malin kundang,mariaban, begu ganjang,parang irang,jerangkong,lele truna dll.",5,12,1.1.52,11/29/2022 11:08,,
13d10c50-b385-4ec3-be1a-21d3f9706766,ivan maulana,https://play-lh.googleusercontent.com/a/AEdFTp5gkT7yjKhi9H9PAb0LFnZ1M7ZetzgOBPER0che=mo,Not bad untuk iphone 13,5,0,1.1.52,11/24/2022 20:14,,
5d901f3e-c580-42c2-9900-3cdf6bb7aeb1,Cuma buat Login aja,https://play-lh.googleusercontent.com/a/AEdFTp4tYFp4SGaZMJiqMmGmukE9vO_2BpynD4oZQaI=mo,Ngefrezze mulu. Haduhhh gmn mau mainnya nih,2,0,,11/20/2022 0:42,,
eb24bdaf-7732-437e-a3ad-ae9bdfb71a43,Ilhamfajar Gunawanbahrun,https://play-lh.googleusercontent.com/a-/AD5-WCnFq6qRoQFDq6jsNRiZ-zEnlHU-9VCuNXbYL-Pa,"Terlalu sering reload ,,,",5,0,1.1.52,11/14/2022 4:11,,
b90eb08e-4882-498a-a4c9-9cb10304d68d,Arif MochN,https://play-lh.googleusercontent.com/a-/AD5-WCmERsl9KcCD8iG8OZptqpF7vzbNgTMKW4QWB0ax1Q,Stuck di loading,3,0,1.1.52,11/10/2022 12:27,"Halo kak,
Mohon maaf atas ketidaknyamanan yang terjadi. Jika mengalami stuck atau loading yang lama bisa dicoba untuk clear cache aplikasi Code Atma nya terlebih dahulu. Pastikan juga koneksi internet atau wifi nya stabil ya kak. Jika masih tidak bisa juga, kakak bisa coba untuk restart HP juga. Semoga membantu dan selamat mencoba :)",11/11/2022 1:12
a145805c-92dc-44a3-9158-257d1ccb9d7d,Rezky Sadewa,https://play-lh.googleusercontent.com/a-/AD5-WCk6LLiy6SZ--piGFJ1XTNFnlZcSsuwqYBggSyvdpg,"Kenapa ya, pemuatannya lama banget apa black screen?? Soalnya cuman ada soundnya doang gambarnya gak ada padahal internet kenceng",3,5,1.1.52,11/8/2022 10:39,,
104d82ff-dc35-4b2b-b67d-7f5cdc667e9b,Arwah,https://play-lh.googleusercontent.com/a-/AD5-WCmb3jB83T8PdvAaLVBlSNcM1Nnh6cg6ztjLsOkkoQ,"Dulu code atma tuh app fav banget, tapi setelah ganti Smartphone login ke akun lama jadi gabisa, malah create yg baru",4,0,,11/1/2022 7:01,,
c7331f23-464a-40a5-9ea6-2cb2b9a2b0f3,AnjarLT46 Trengginas,https://play-lh.googleusercontent.com/a-/AD5-WClOxfMHfg1HgdYb2cfzR9RvFpP29x2zyRLPdOAV,not bad,4,0,1.1.52,10/29/2022 22:03,,
37419446-85bf-4bad-b632-e6a424b461ad,tri setiawan,https://play-lh.googleusercontent.com/a/AEdFTp55lrjsRzBJIxIqPayJbJCxMikIhAuWc1k9hgjW=mo,"Tolong dong dev bisa login dan logout, karna saya baru main lagi jadi ajak lupa akunnya yang mana. Jadi ribet aja gitu kalo salah akun harus di restart aplikasi dulu ke pengaturan hp. Pliss🙏🙏",4,0,,10/29/2022 19:41,,
924b1640-19cd-4f09-91df-78639ff7779a,Mujizat Marjuki,https://play-lh.googleusercontent.com/a-/AD5-WCmBNQXIpUCdlLYHujHjhDK8X2k-pVM96xbd_RkrUg,Akhir nya Ada bahasa Indonesia Makasih Dev sudah Menambahkan LGI bahasa Indonesia 👍👍👍,5,0,1.1.52,10/29/2022 11:59,"Terima kasih kak untuk ulasannya, jika ada saran, masukan dan kritik jangan sungkan untuk mengirimkan ke cs@agate.id ya :) Masukan kakak akan sangat bermanfaat untuk pengembangan kami agar bisa memberikan pengalaman bermain yang lebih baik lagi ke depannya. Terima kasih banyak. Have a good day :)
",10/30/2022 13:09
43546fa4-e5cd-47fa-8ac3-428be2d4cfea,Shinigami Amrods,https://play-lh.googleusercontent.com/a-/AD5-WCmRXlKy0xg-rYrJtrpJA5llIw8NyGJLSVp3GQQa,"Bagus bet, tapi visual perlu dikembangkan lagi",5,0,1.1.52,10/28/2022 3:17,"Halo Kak, terima kasih atas feedback yang diberikan. Kami akan terus berusaha mengembangkan game ini menjadi lebih baik lagi demi kenyamanan para player. Jika kakak memiliki saran atau masukan bisa kirim ke email kami di cs@agate.id. Support kami terus ya!
",10/28/2022 3:23
578947f4-3b35-48a6-863b-d6dccd9e9bce,yudha aji,https://play-lh.googleusercontent.com/a-/AD5-WCkGrmLkolZzF4bt9ye6X_ZKHS6hkVV4DlXuGwEFOA,Dipercepat pembaharuan cerita ch 8 keatas,1,0,1.1.51,10/27/2022 1:43,"Halo Kak, terima kasih atas feedback yang diberikan. Kami akan terus berusaha mengembangkan game ini menjadi lebih baik lagi demi kenyamanan para player. Jika kakak memiliki saran atau masukan bisa kirim ke email kami di cs@agate.id. Support kami terus ya!
",6/20/2022 8:59
a913838c-a908-4d85-ad43-7bfce5193256,Khairul Imam,https://play-lh.googleusercontent.com/a-/AD5-WClU5x5MGtiCEGELhR4pgaHeAgLV9Ouf_xwKE204Yw,Keren,5,0,1.1.52,10/23/2022 6:52,,
dd440228-9211-45c0-bb7a-083b89cd38bb,Ian Tantra,https://play-lh.googleusercontent.com/a-/AD5-WCltIZkytdkATzBvUP7BW06eF-gDG97CuTuRfdALAQ,Salah Satu Game Indo RPG Paling Menarik,5,0,1.1.52,10/12/2022 15:15,,
51cf0fda-1488-4ef6-9bdd-ed07ff7e8d48,Black Bill,https://play-lh.googleusercontent.com/a-/AD5-WCnKG3tURj_X6qWTfyxcANx9ggAVZ6_nT0MciYBwww,Gamenya menarik. Namun entah kenapa dalam pemuatan game terasa berat untuk Smartphone redmi 7,4,13,1.1.52,10/10/2022 22:08,"Halo Kak, terima kasih atas feedback yang diberikan. Kami akan terus berusaha mengembangkan game ini menjadi lebih baik lagi demi kenyamanan para player. Jika kakak memiliki saran atau masukan bisa kirim ke email kami di cs@agate.id. Support kami terus ya!
",7/25/2022 2:18
359f9da7-0d75-4602-a5bc-8f63c68b736c,yusrizal ragil yanuar,https://play-lh.googleusercontent.com/a/AEdFTp7G1bwHaJFo3EGCJDur9BBL_cQkEKXHcGzM_noZ=mo,"Tolong sempurnakan lagi dan tambahkan tokoh aji saka berserta dora, sembada, dewata chenkang dan jaka linglung",4,1,1.1.52,10/10/2022 7:33,,
8f1c55e5-71ca-4cbb-99f0-4b1daa54011b,M.fauzan Frisnaldi,https://play-lh.googleusercontent.com/a/AEdFTp79bWifFQvAdytRnKzOt9ntiQUVe0DIR0Ho_keY=mo,"Nice Edite : jangan tutup lah Min baru juga 2 taun Dan kalo ada masalah diperbaiki ( intinya jangan sampe tutup min 🙏) Gw ingin ngerasain ivent aniv ini game 🙏 Kalo rehat dulu gak masalah ,yang penting jangan tutup min Gw berharap bisa kolab sama : 1. Nusantara droid war 2.mantradeva 3.Hati baja Tetep semangat andmin dan staf Code Atma 💪💪💪💪 Dan terimakasih",5,4,1.1.52,10/9/2022 8:25,,
11ed2973-f1f0-4e09-9d61-11f6c33902c3,Xxddxd,https://play-lh.googleusercontent.com/a-/AD5-WCn8VP_dPZ3p4oMx0aZW5b1z6Eho-3wVp89sc7bO,Lama masuk battlenya coeq,2,0,1.1.52,10/6/2022 22:40,,
626bd2b6-af96-48e6-8f96-1e471a52a043,Yuha_ Una,https://play-lh.googleusercontent.com/a/AEdFTp5ONBFw_pSfT-VIz7WjlhgzYR1OleK0NrCdA5d9=mo,"Tadinya mau nostalgia main ni game di hp kentang dulu g serung keluar masuk,ehh skrng di hp baru koneksi nya parah kalo battle sinyal full paket baru beli why???",2,0,,10/6/2022 5:25,,
d2ece6ea-7a94-4d84-b1ff-aef586ea8740,Deandra & Nara's world,https://play-lh.googleusercontent.com/a/AEdFTp5qafsPahi-wpFaKDOIRpr_yoPt-Sk61i8VsUtr=mo,Semuanya 5 star.. Tapi attack sedikit ditingkatkan... Setidaknya 5%.. Karena dengan power 100k plus melawan npc power 80k hampir seimbang... Tapi keseluruhan.. Saya suka kisah yg mistik.. Good job..,5,10,1.1.52,10/4/2022 18:33,"Terima kasih kak untuk ulasannya, jika ada saran, masukan dan kritik jangan sungkan untuk mengirimkan ke cs@agate.id ya :) Masukan kakak akan sangat bermanfaat untuk pengembangan kami agar bisa memberikan pengalaman bermain yang lebih baik lagi ke depannya. Terima kasih banyak. Have a good day :)
",10/5/2022 2:28
956811db-b451-4482-9edb-306d9648ee23,M. Yoga Fernanda,https://play-lh.googleusercontent.com/a/AEdFTp7YbTnNUvgKp9vbv0Sf7RpvwZnhiGBg4hJiJhqf=mo,"game apaan ini, masa mau kembali ke akun lama gabisa, mau main lagi malah disuruh buat akun baru lagi",3,2,1.1.52,10/4/2022 17:13,"Hai kak,
Mohon maaf atas ketidaknyamanan yang terjadi. Apakah kakak bisa memberikan informasi email yang sudah kakak bind sebelum nya ke email kami di cs@agate.id?",10/5/2022 2:27
731f3599-c5c1-4536-92b7-1c5660784482,Kevin Wijaya,https://play-lh.googleusercontent.com/a/AEdFTp4H2E13lxMzvSqYDmyyvyehq8idAUqOUGaMUjni=mo,Aku baru mau main kalau bagus nanti aku kasih B5 y,4,0,,10/3/2022 12:05,Ditunggu ya kak bintang 5 nya 😊,10/4/2022 1:01
5e4991d8-68d4-4aaf-98b1-5e0df520c4fa,Sakinah Endah Yulandeta,https://play-lh.googleusercontent.com/a/AEdFTp7lb1DJfz96TQSl63AXp0_ZB5k_jmf76u_M7iIG=mo,"Game ini sebenarnya udah bagus, cuma untuk atma yang lain boleh ditambah gak? Kayak Ken Arok, Ken Dedes, atau tokoh-tokoh dari berbagai kerajaan di Nusantara dan tokoh-tokoh legenda masyarakat? Sama tambah story yang maybe agak beda biar yang main jadi betah. Terus untuk gamenya masih agak nge-glitch gitu, mohon diperbaiki ya Dev",3,0,,10/3/2022 11:18,,
e77d7478-8800-43c0-98cb-9eaaaa1c204e,Fauzi Ibnu Nahdiyan,https://play-lh.googleusercontent.com/a-/AD5-WCkvALadcyIqzO3H2MDiMqvgp2U-PxnujR4PUZDIiQ,Game yang sangat bagus.. Good job,5,0,1.1.52,10/2/2022 14:11,,
b0b9a59a-cb88-46b6-ac27-580d73e952d8,Jingga Pramitha,https://play-lh.googleusercontent.com/a-/AD5-WCnnMOtFHXBusZX5KtG93SL7IcMN8kRDV8ly8kGU9w,"Dulu saya pernah main game dan cukup menyenangkan, cuma sayang ketika sedang main, app sering keluar sendiri. Sekarang sy mau main lagi tp ga bisa login di akun sendiri, sy harap bugnya cepat diperbaiki",3,10,1.1.52,10/2/2022 0:38,,
21f9d076-94e1-4afe-a3d0-9e6d7bffdeae,ELOK_ EYF,https://play-lh.googleusercontent.com/a-/AD5-WCn7rA5LTbevLBjomzWdO1bkBqRgNKl8cKnsxE5HoQ,MANTAAAPPPP!!!!,5,0,,10/2/2022 0:28,,
b05c9f39-9c8a-4014-9fb4-08008b598b51,Riyandhika Hendi putra,https://play-lh.googleusercontent.com/a-/AD5-WCnmQLKTZ4Ggw3eQBYC7_M2nbtn2VhQKHgRH2Q-c4w,Salah satu game terbaik yang pernah saya mainkan semoga yang terbaik untuk game ini THE BEST !!!!!,5,0,1.1.52,10/1/2022 12:05,"Halo Kak, terima kasih atas feedback yang diberikan. Kami akan terus berusaha mengembangkan game ini menjadi lebih baik lagi demi kenyamanan para player. Jika kakak memiliki saran atau masukan bisa kirim ke email kami di cs@agate.id. Support kami terus ya!
",11/4/2021 7:04
2165bb10-5bc3-42c3-a43e-e640a6fd22ca,Yanto 05460,https://play-lh.googleusercontent.com/a/AEdFTp627zW_vBbUpd_hceKMRbmLo_FnmdfBgZLP7N4A=mo,Bagus,5,0,,9/29/2022 12:37,"Terima kasih banyak ya kak untuk ulasan nya. Kami senang jika kakak menikmati game nya, semoga betah ya main nya. Have a great day!
",9/30/2022 1:17
3520f9d8-f0d7-4e14-b365-05f0f0c4ad2b,Roi khatul Janah,https://play-lh.googleusercontent.com/a-/AD5-WCnaGN57Kah8yzVT7ofx6IwltiAVtHWVxSrREOwYhA,Good game,5,0,,9/27/2022 11:34,"Thank you so much for your kind review. We really appreciate you taking the time to share your experience with us. Have a nice day!
",9/28/2022 0:23
ec7d27ce-7233-492f-98eb-893a9241dc81,Muhammad Bintang,https://play-lh.googleusercontent.com/a/AEdFTp6mDj3k7LPVhAyNCyZ6-1LX2XAIt-W3sxu4Hpz4=mo,"Gamenya bagus dari segi storynya, cuman perlu sedikit polesan aja",5,0,1.1.51,9/26/2022 17:51,"Halo Kak, terima kasih atas feedback yang diberikan. Kami akan terus berusaha mengembangkan game ini menjadi lebih baik lagi demi kenyamanan para player. Jika kakak memiliki saran atau masukan bisa kirim ke email kami di cs@agate.id. Support kami terus ya!
",9/27/2022 2:33
24d6f51e-7ecd-4520-9ebc-6a321883f0c4,Achmad Bagus Yudha,https://play-lh.googleusercontent.com/a-/AD5-WCn15EiZ-8L9Cu2cOwuudiEgzmqOKkbO_QAupuA0,Kok ga bisa login???,3,0,1.1.51,9/26/2022 7:02,"Hai kak,
Mohon maaf atas ketidaknyamanan yang terjadi. Apakah kakak mengalami kendala pada saat akan login ke game nya atau bermasalah ketika hendak login account? Jika ada screenshoot error dan info detail mengenai provider yang kakak gunakan, bisa kirimkan ke cs@agate.id ya kak",9/26/2022 9:42
1cb9eda3-64a3-4c17-a833-4bdb32cfb8c1,fajrie ali,https://play-lh.googleusercontent.com/a-/AD5-WCkIu82x4gnoIYsc4ZPEEo5zE547cG2xVk--Ykcl3Q,"Bagus banget gamenya, game idaman aku 💘, tapi saran dari aku maunya semua atma bisa bintang 5 soalnya udh bikin kunti ampe lvl max terus baru sadar kalo gabisa bintang 5, nyesek to the bone (cry ) tapi gamenya udh baguss banget wajib download, dan maunya bikin lebih detail pas karakter nyerang oh iya gamenya agak ngebosenin, aku ada saran... kalo bisa tambahin dongg event yang unyuk dengan hadiah yg membantu player",5,6,,9/25/2022 11:40,"Halo Kak, terima kasih atas feedback yang diberikan. Kami akan terus berusaha mengembangkan game ini menjadi lebih baik lagi demi kenyamanan para player. Jika kakak memiliki saran atau masukan bisa kirim ke email kami di cs@agate.id. Support kami terus ya!
",9/26/2022 2:37
6a111aa0-8cfe-4e49-86ee-41709acc7eab,Felisha,https://play-lh.googleusercontent.com/a-/AD5-WClLFbzqyDGsfG-V7gdxiLBq0AHguW24pivblHhraw,"Saran kalau Pas masuk tambahin fitur skip tutorialnya, Soalnya Pas nggak sengaja ke hapus terus download Lagi malah Tutorial lagi, terus Diamond nggak cukup jadi terus dipaksa sampai kuhapus lagi gamenya. Semoga didengerin ya, aku soalnya mau main Lagi tapi kehalang Tutorialnya yang nggak ada fitur skip nya 🤧",1,0,,9/24/2022 12:58,"Halo Kak, terima kasih atas feedback yang diberikan. Kami akan terus berusaha mengembangkan game ini menjadi lebih baik lagi demi kenyamanan para player. Jika kakak memiliki saran atau masukan bisa kirim ke email kami di cs@agate.id. Support kami terus ya!
",9/25/2022 1:35
2bc87184-e4d9-4e5d-81b8-4d3eaae6ca0a,Gentong Strees,https://play-lh.googleusercontent.com/a-/AD5-WClnXsQDUbuGnHg4ZXXu4K7RKHeUk7uODb_L1xVg,Yaw ccaw paw,5,0,,9/22/2022 7:34,,
422485bf-9066-4fe6-af57-8cea83f645ec,Zerdan Usama,https://play-lh.googleusercontent.com/a-/AD5-WCltTqvACEiFPd4KOUN3ZEn-Wu7aOxh_lLPA2ZATaQ,Maaf kak saya mau kasih saran kalau mau ngasih tutorial itu sekalian soalnya pas saya baru main di hari pertama gak ada tutorial summon jadi pas hari kedua baru ada tutorial summon dan diamond saya habis di hari pertama,3,0,1.1.51,9/21/2022 13:38,"Hai kak,
Mohon maaf atas ketidaknyamanan yang terjadi. Permasalahan ini akan coba kami tangani secepatnya ya kak. Jadi mohon untuk ketersediaan nya menunggu.",9/22/2022 0:31
4d3ba798-fa33-42fd-be52-9a5f9b5cc799,UNCAS ID,https://play-lh.googleusercontent.com/a-/AD5-WClJ2zjQp3Ab87akr9b_lNuunpYEAngyDTHvvOM1Yg,Gamenya keren min semoga story gamesnya bakal tetap dilanjutin... KEREN AGATE !!!,5,0,1.1.51,9/21/2022 3:40,"Halo Kak, terima kasih atas feedback yang diberikan. Kami akan terus berusaha mengembangkan game ini menjadi lebih baik lagi demi kenyamanan para player. Jika kakak memiliki saran atau masukan bisa kirim ke email kami di cs@agate.id. Support kami terus ya!
",9/21/2022 8:23
a219dde5-2e8b-4198-bede-ff63c2be3747,Firman Abdillah,https://play-lh.googleusercontent.com/a-/AD5-WCkgDwBmHroSGrXDwTq9vkN_SPjwDy_i8fvuqfJolw,"Gamenya bagus seperti pendapat dari yang lain, namun ketika sedang mulai chapter dan reset hari, chapternya otomatis complete yang membuat saya kehilangan alur cerita",5,0,1.1.51,9/20/2022 21:24,"Hai kak,
Mohon maaf atas ketidaknyamanan yang terjadi. Terima kasih untuk laporan nya ya kak, tim kami akan mencoba untuk menyelesaikan permasalahan ini secepatnya. Tapi apakah kakak bisa memberikan ID In-game kakak ke email kami di cs@agate.id? Terima kasih",9/21/2022 2:26
c4b68356-bcb0-4765-ae7a-6067fb24ce62,Step Comu,https://play-lh.googleusercontent.com/a/AEdFTp5uA7v3aUtkTiBN5eIqfvqiHQL7ZS8ulGECbWLL=mo,Geim nya bagus banget,4,0,,9/20/2022 0:54,,
15fff676-0a84-490c-9df7-af995579bafa,Steins;Gate,https://play-lh.googleusercontent.com/a-/AD5-WCm7wtQgaybWYOqKn5wbDaa-YIw3gvfAS_IGjeRzoQ,"Broo, habis turorial ga bisa ngapa ngapain malah item aja layar, cuman ada bgm musiknya aja",5,0,1.1.51,9/19/2022 1:24,"Hai kak,
Mohon maaf atas ketidaknyamanan yang terjadi. Apakah kakak sudah coba untuk restart game nya? Pastikan juga kakak menggunakan koneksi internet yang lancar dan stabil. Jika masih berkendala hubungi kami di cs@agate.id",9/19/2022 1:20
45113eb5-1adc-486c-ba4a-634fa8ba47ba,An Dre,https://play-lh.googleusercontent.com/a/AEdFTp4Gj80XyhWk8l_6GFR4YtGgtQ5S61HBPMopTPP7=mo,"Game ini merusak hp saya, saat membuka apps ini ,hp menjadi blank dan tidak bisa di sentuh ,",2,0,1.1.51,9/18/2022 14:43,"Halo kak, terima kasih sudah menuliskan review. Untuk mengurangi permasalahan teknis, kami menyarankan untuk menggunakan jaringan yang stabil seperti wifi dan menggunakan device dengan kapasitas minimum RAM 2.5 GB untuk meningkatkan kenyamanan bermain. Terima kasih sudah mencoba Code Atma :)
",9/19/2022 1:19
